CaseNumber,ReportedDate,Offense,UCRCode,ReportedYearMonth,ReportedDay
MP 2018 182534,2018-06-03 22:20:00+00:00,Larceny,7,2018-06,2018-06-03
MP 2018 182839,2018-06-04 00:56:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 182577,2018-06-03 22:50:00+00:00,Larceny,7,2018-06,2018-06-03
MP 2018 182873,2018-06-03 23:00:00+00:00,Larceny,7,2018-06,2018-06-03
MP 2018 182818,2018-06-03 23:00:00+00:00,Robbery,4,2018-06,2018-06-03
MP 2018 182927,2018-06-03 23:20:00+00:00,Larceny,7,2018-06,2018-06-03
MP 2018 182821,2018-06-03 23:37:00+00:00,Assault,5,2018-06,2018-06-03
MP 2018 182892,2018-06-04 00:00:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997215,2018-06-04 00:36:43+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 182996,2018-06-04 01:10:00+00:00,Robbery,4,2018-06,2018-06-04
MP 2018 183018,2018-06-04 01:07:00+00:00,Auto Theft,8,2018-06,2018-06-04
MP 2018 183083,2018-06-04 03:14:00+00:00,Robbery,4,2018-06,2018-06-04
MP 2018 183072,2018-06-04 04:00:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183038,2018-06-04 04:30:00+00:00,Robbery,4,2018-06,2018-06-04
MP 2018 183148,2018-06-04 05:25:00+00:00,Burglary,6,2018-06,2018-06-04
MP 2018 997214,2018-06-04 06:34:39+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997213,2018-06-04 06:54:02+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997212,2018-06-04 07:48:08+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183181,2018-06-04 08:05:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183212,2018-06-04 08:21:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997211,2018-06-04 08:48:53+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997210,2018-06-04 09:00:13+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997209,2018-06-04 09:16:51+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997208,2018-06-04 09:20:52+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997207,2018-06-04 09:28:42+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183253,2018-06-04 09:46:00+00:00,Auto Theft,8,2018-06,2018-06-04
MP 2018 997204,2018-06-04 10:02:11+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183272,2018-06-04 10:30:00+00:00,Burglary,6,2018-06,2018-06-04
MP 2018 997203,2018-06-04 10:52:08+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183340,2018-06-04 11:58:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183490,2018-06-04 13:00:00+00:00,Auto Theft,8,2018-06,2018-06-04
MP 2018 183447,2018-06-04 12:00:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183492,2018-06-04 13:41:00+00:00,Burglary,6,2018-06,2018-06-04
MP 2018 183511,2018-06-04 13:50:00+00:00,Auto Theft,8,2018-06,2018-06-04
MP 2018 183539,2018-06-04 14:00:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183562,2018-06-04 14:20:00+00:00,Robbery,4,2018-06,2018-06-04
MP 2018 997197,2018-06-04 14:43:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183637,2018-06-04 15:27:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 183711,2018-06-04 16:22:00+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997195,2018-06-04 17:34:46+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 997194,2018-06-04 19:07:22+00:00,Larceny,7,2018-06,2018-06-04
MP 2018 066210,2018-03-02 09:27:00+00:00,Burglary,6,2018-03,2018-03-02
MP 2018 068876,2018-03-04 19:37:00+00:00,Auto Theft,8,2018-03,2018-03-04
MP 2018 069260,2018-03-04 23:39:00+00:00,Larceny,7,2018-03,2018-03-04
MP 2018 066884,2018-03-05 11:30:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 069895,2018-03-05 15:27:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 069940,2018-03-05 16:38:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 070050,2018-03-05 17:33:00+00:00,Auto Theft,8,2018-03,2018-03-05
MP 2018 070113,2018-03-05 18:55:00+00:00,Burglary,6,2018-03,2018-03-05
MP 2018 070163,2018-03-05 19:47:00+00:00,Auto Theft,8,2018-03,2018-03-05
MP 2018 070236,2018-03-05 20:17:00+00:00,Auto Theft,8,2018-03,2018-03-05
MP 2018 069941,2018-03-05 20:45:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 070275,2018-03-05 20:45:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 070189,2018-03-05 20:50:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 998860,2018-03-05 21:10:43+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 070287,2018-03-05 21:30:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 070298,2018-03-05 22:00:00+00:00,Auto Theft,8,2018-03,2018-03-05
MP 2018 070081,2018-03-05 22:15:00+00:00,Larceny,7,2018-03,2018-03-05
MP 2018 070485,2018-03-06 00:35:00+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070492,2018-03-06 12:50:00+00:00,Burglary,6,2018-03,2018-03-06
MP 2018 070344,2018-03-06 00:52:00+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070539,2018-03-06 01:17:00+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 998859,2018-03-06 02:35:30+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070535,2018-03-02 15:05:00+00:00,Larceny,7,2018-03,2018-03-02
MP 2018 070536,2018-03-06 03:53:00+00:00,Burglary,6,2018-03,2018-03-06
MP 2018 070650,2018-03-06 05:45:00+00:00,Auto Theft,8,2018-03,2018-03-06
MP 2018 998856,2018-03-06 08:16:21+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 998855,2018-03-06 09:02:05+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 998854,2018-03-06 09:03:27+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070693,2018-03-06 09:07:00+00:00,Burglary,6,2018-03,2018-03-06
MP 2018 070214,2018-03-05 23:00:00+00:00,Arson,10,2018-03,2018-03-05
MP 2018 998853,2018-03-06 09:25:55+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 998850,2018-03-06 09:47:07+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070804,2018-03-06 10:30:00+00:00,Burglary,6,2018-03,2018-03-06
MP 2018 998847,2018-03-06 11:07:19+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 998846,2018-03-06 11:09:57+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070669,2018-03-06 11:38:00+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 998845,2018-03-06 11:54:43+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070808,2018-03-06 12:00:00+00:00,Rape,3,2018-03,2018-03-06
MP 2018 070836,2018-03-06 11:00:00+00:00,Burglary,6,2018-03,2018-03-06
MP 2018 070892,2018-03-06 12:17:00+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 998843,2018-03-06 12:38:48+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 070855,2018-03-06 12:50:00+00:00,Auto Theft,8,2018-03,2018-03-06
MP 2018 070970,2018-03-06 13:50:00+00:00,Burglary,6,2018-03,2018-03-06
MP 2018 998840,2018-03-06 14:53:41+00:00,Larceny,7,2018-03,2018-03-06
MP 2018 071211,2018-03-06 18:11:00+00:00,Burglary,6,2018-03,2018-03-06
MP 2018 019737,2018-01-19 17:50:00+00:00,Assault,5,2018-01,2018-01-19
MP 2018 038592,2018-02-06 12:14:00+00:00,Auto Theft,8,2018-02,2018-02-06
MP 2018 038604,2018-02-06 13:30:00+00:00,Larceny,7,2018-02,2018-02-06
MP 2018 038691,2018-02-06 15:08:00+00:00,Larceny,7,2018-02,2018-02-06
MP 2018 038725,2018-02-06 15:13:00+00:00,Burglary,6,2018-02,2018-02-06
MP 2018 025031,2018-02-07 08:47:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039499,2018-02-07 10:30:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039669,2018-02-07 13:18:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 009687,2018-02-07 14:15:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039753,2018-02-07 14:28:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039785,2018-02-07 14:30:00+00:00,Auto Theft,8,2018-02,2018-02-07
MP 2018 039740,2018-02-07 14:34:00+00:00,Auto Theft,8,2018-02,2018-02-07
MP 2018 039825,2018-02-07 15:18:00+00:00,Assault,5,2018-02,2018-02-07
MP 2018 039778,2018-02-07 15:35:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039754,2018-02-07 15:30:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039881,2018-02-07 15:58:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039920,2018-02-07 16:52:00+00:00,Auto Theft,8,2018-02,2018-02-07
MP 2018 039842,2018-02-07 16:56:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 040106,2018-02-07 19:40:00+00:00,Burglary,6,2018-02,2018-02-07
MP 2018 040158,2018-02-07 19:45:00+00:00,Robbery,4,2018-02,2018-02-07
MP 2018 040178,2018-02-07 20:35:00+00:00,Auto Theft,8,2018-02,2018-02-07
MP 2018 040094,2018-02-07 20:40:00+00:00,Burglary,6,2018-02,2018-02-07
MP 2018 040024,2018-02-07 21:06:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 040225,2018-02-07 21:19:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 040275,2018-02-07 21:30:00+00:00,Burglary,6,2018-02,2018-02-07
MP 2018 999271,2018-02-07 21:45:03+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 039919,2018-02-07 22:00:00+00:00,Burglary,6,2018-02,2018-02-07
MP 2018 040226,2018-02-07 22:25:00+00:00,Assault,5,2018-02,2018-02-07
MP 2018 040168,2018-02-07 21:00:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 040145,2018-01-29 13:01:00+00:00,Larceny,7,2018-01,2018-01-29
MP 2018 039870,2018-02-07 22:30:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 040332,2018-02-07 22:37:00+00:00,Assault,5,2018-02,2018-02-07
MP 2018 040291,2018-02-07 22:41:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 040147,2018-01-29 13:20:00+00:00,Larceny,7,2018-01,2018-01-29
MP 2018 040410,2018-02-07 23:09:00+00:00,Larceny,7,2018-02,2018-02-07
MP 2018 040148,2018-01-29 14:06:00+00:00,Larceny,7,2018-01,2018-01-29
MP 2018 040490,2018-02-08 00:15:00+00:00,Auto Theft,8,2018-02,2018-02-08
MP 2018 999270,2018-02-08 00:14:16+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040582,2018-02-08 02:30:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 040597,2018-02-08 02:47:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 040596,2018-02-08 04:55:00+00:00,Assault,5,2018-02,2018-02-08
MP 2018 040679,2018-02-08 06:37:00+00:00,Assault,5,2018-02,2018-02-08
MP 2018 038906,2018-02-08 07:30:00+00:00,Robbery,4,2018-02,2018-02-08
MP 2018 040695,2018-02-08 07:53:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040715,2018-02-08 08:20:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 999269,2018-02-08 08:23:45+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040690,2018-02-08 08:28:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 040719,2018-02-08 09:00:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040732,2018-02-08 09:27:00+00:00,Auto Theft,8,2018-02,2018-02-08
MP 2018 040774,2018-02-08 10:30:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 040822,2018-02-08 10:30:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 999264,2018-02-08 11:06:19+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040904,2018-02-08 11:15:00+00:00,Auto Theft,8,2018-02,2018-02-08
MP 2018 999263,2018-02-08 12:10:02+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040973,2018-02-08 12:15:00+00:00,Assault,5,2018-02,2018-02-08
MP 2018 040919,2018-02-08 12:29:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 999262,2018-02-08 13:04:14+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040344,2018-02-08 13:18:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040961,2018-02-08 13:30:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 999260,2018-02-08 13:33:17+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 040991,2018-02-08 13:00:00+00:00,Rape,3,2018-02,2018-02-08
MP 2018 040837,2018-02-08 14:20:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041073,2018-02-08 15:30:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041125,2018-02-08 15:00:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041110,2018-02-08 16:00:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041111,2018-02-08 15:30:00+00:00,Robbery,4,2018-02,2018-02-08
MP 2018 041142,2018-02-08 17:00:00+00:00,Assault,5,2018-02,2018-02-08
MP 2018 041223,2018-02-08 16:14:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 041227,2018-02-08 16:45:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 999257,2018-02-08 16:43:28+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 041221,2018-02-08 17:00:00+00:00,Auto Theft,8,2018-02,2018-02-08
MP 2018 041210,2018-02-08 17:26:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 999256,2018-02-08 17:43:20+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 041269,2018-02-08 18:32:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 999255,2018-02-08 18:34:23+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 041498,2018-02-08 19:47:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 041512,2018-02-08 20:30:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 041564,2018-02-01 16:03:00+00:00,Larceny,7,2018-02,2018-02-01
MP 2018 041620,2018-02-08 22:15:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041612,2018-02-08 20:35:00+00:00,Assault,5,2018-02,2018-02-08
MP 2018 041672,2018-02-08 22:51:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041608,2018-02-08 22:58:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041585,2018-02-08 23:00:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041696,2018-02-08 23:19:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041667,2018-02-08 23:30:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041488,2018-02-08 23:30:00+00:00,Larceny,7,2018-02,2018-02-08
MP 2018 041678,2018-02-08 23:51:00+00:00,Burglary,6,2018-02,2018-02-08
MP 2018 041910,2018-02-09 00:45:00+00:00,Assault,5,2018-02,2018-02-09
MP 2018 041752,2018-02-09 01:28:00+00:00,Burglary,6,2018-02,2018-02-09
MP 2018 042033,2018-02-09 08:01:00+00:00,Burglary,6,2018-02,2018-02-09
MP 2018 042037,2018-02-09 08:00:00+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 042043,2018-02-09 08:10:00+00:00,Auto Theft,8,2018-02,2018-02-09
MP 2018 999254,2018-02-09 08:27:28+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 042084,2018-02-09 09:14:00+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999252,2018-02-09 09:50:12+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 041183,2018-02-09 10:05:00+00:00,Burglary,6,2018-02,2018-02-09
MP 2018 042081,2018-02-09 08:39:00+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 042042,2018-02-09 10:42:00+00:00,Auto Theft,8,2018-02,2018-02-09
MP 2018 999250,2018-02-09 11:01:22+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999249,2018-02-09 11:15:26+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999248,2018-02-09 11:17:14+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999247,2018-02-09 12:11:45+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999245,2018-02-09 13:11:09+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999244,2018-02-09 13:20:30+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999243,2018-02-09 13:21:01+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 042388,2018-02-09 13:45:00+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999242,2018-02-09 13:47:43+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999241,2018-02-09 13:55:25+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999240,2018-02-09 13:58:58+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999239,2018-02-09 14:15:20+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 042335,2018-02-09 12:49:00+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999235,2018-02-09 16:08:35+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999233,2018-02-09 17:39:18+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999232,2018-02-09 18:59:28+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 999231,2018-02-09 19:31:42+00:00,Larceny,7,2018-02,2018-02-09
MP 2018 061072,2018-02-26 05:55:00+00:00,Assault,5,2018-02,2018-02-26
MP 2018 061410,2018-02-26 14:31:00+00:00,Burglary,6,2018-02,2018-02-26
MP 2018 058286,2018-02-23 19:45:00+00:00,Arson,10,2018-02,2018-02-23
MP 2018 061653,2018-02-26 16:45:00+00:00,Auto Theft,8,2018-02,2018-02-26
MP 2018 061597,2018-02-26 17:11:00+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 061764,2018-02-26 17:40:00+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 061721,2018-02-26 18:27:00+00:00,Assault,5,2018-02,2018-02-26
MP 2018 061820,2018-02-26 18:35:00+00:00,Robbery,4,2018-02,2018-02-26
MP 2018 061633,2018-02-26 19:00:00+00:00,Robbery,4,2018-02,2018-02-26
MP 2018 060746,2018-02-26 20:33:00+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 998965,2018-02-26 21:01:38+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 061575,2018-02-26 21:17:00+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 061857,2018-02-26 21:09:00+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 998964,2018-02-26 21:10:19+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 061957,2018-02-26 21:16:00+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 061895,2018-02-26 21:27:00+00:00,Burglary,6,2018-02,2018-02-26
MP 2018 061910,2018-02-25 18:48:00+00:00,Larceny,7,2018-02,2018-02-25
MP 2018 061576,2018-02-26 21:52:00+00:00,Larceny,7,2018-02,2018-02-26
MP 2018 061928,2018-02-26 21:57:00+00:00,Auto Theft,8,2018-02,2018-02-26
MP 2018 061888,2018-02-27 00:05:00+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 061901,2018-02-27 00:10:00+00:00,Robbery,4,2018-02,2018-02-27
MP 2018 061909,2018-02-27 00:35:00+00:00,Auto Theft,8,2018-02,2018-02-27
MP 2018 061846,2018-02-27 00:53:00+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 061838,2018-02-27 01:07:00+00:00,Robbery,4,2018-02,2018-02-27
MP 2018 062203,2018-02-27 01:11:00+00:00,Assault,5,2018-02,2018-02-27
MP 2018 062312,2018-02-27 05:28:00+00:00,Burglary,6,2018-02,2018-02-27
MP 2018 062404,2018-02-27 09:20:00+00:00,Burglary,6,2018-02,2018-02-27
MP 2018 062382,2018-02-27 09:25:00+00:00,Burglary,6,2018-02,2018-02-27
MP 2018 062395,2018-02-27 09:25:00+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 062449,2018-02-27 09:55:00+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 062341,2018-02-27 08:18:00+00:00,Auto Theft,8,2018-02,2018-02-27
MP 2018 998961,2018-02-27 10:16:15+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 062415,2018-02-27 10:19:00+00:00,Burglary,6,2018-02,2018-02-27
MP 2018 062453,2018-02-27 10:35:00+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 998960,2018-02-27 10:48:42+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 998959,2018-02-27 11:05:51+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 998958,2018-02-27 11:26:38+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 998956,2018-02-27 12:16:10+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 998954,2018-02-27 12:54:15+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 062644,2018-02-27 13:40:00+00:00,Auto Theft,8,2018-02,2018-02-27
MP 2018 998949,2018-02-27 13:57:41+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 998946,2018-02-27 15:32:49+00:00,Larceny,7,2018-02,2018-02-27
MP 2018 012233,2018-01-12 17:40:00+00:00,Burglary,6,2018-01,2018-01-12
MP 2018 015236,2018-01-16 00:40:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 015504,2018-01-16 01:00:00+00:00,Robbery,4,2018-01,2018-01-16
MP 2018 016053,2018-01-16 14:50:00+00:00,Assault,5,2018-01,2018-01-16
MP 2018 016109,2018-01-16 15:12:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016145,2018-01-16 15:23:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016192,2018-01-16 16:14:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016285,2018-01-16 16:50:00+00:00,Auto Theft,8,2018-01,2018-01-16
MP 2018 016284,2018-01-16 18:00:00+00:00,Robbery,4,2018-01,2018-01-16
MP 2018 016294,2018-01-16 17:48:00+00:00,Auto Theft,8,2018-01,2018-01-16
MP 2018 016329,2018-01-16 18:30:00+00:00,Assault,5,2018-01,2018-01-16
MP 2018 016273,2018-01-16 19:00:00+00:00,Assault,5,2018-01,2018-01-16
MP 2018 016420,2018-01-16 20:06:00+00:00,Burglary,6,2018-01,2018-01-16
MP 2018 016261,2018-01-16 20:08:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016409,2018-01-16 20:15:00+00:00,Burglary,6,2018-01,2018-01-16
MP 2018 016450,2018-01-16 20:20:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016486,2018-01-16 19:58:00+00:00,Robbery,4,2018-01,2018-01-16
MP 2018 016468,2018-01-16 20:13:00+00:00,Robbery,4,2018-01,2018-01-16
MP 2018 016482,2018-01-16 20:35:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016453,2018-01-16 20:48:00+00:00,Robbery,4,2018-01,2018-01-16
MP 2018 016342,2018-01-16 17:41:00+00:00,Auto Theft,8,2018-01,2018-01-16
MP 2018 016481,2018-01-16 21:03:00+00:00,Robbery,4,2018-01,2018-01-16
MP 2018 016510,2018-01-16 21:33:00+00:00,Auto Theft,8,2018-01,2018-01-16
MP 2018 016522,2018-01-16 21:38:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016507,2018-01-16 21:47:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016533,2018-01-16 21:50:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016288,2018-01-16 23:00:00+00:00,Burglary,6,2018-01,2018-01-16
MP 2018 999747,2018-01-16 22:32:50+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016605,2018-01-16 22:56:00+00:00,Burglary,6,2018-01,2018-01-16
MP 2018 016573,2018-01-16 23:00:00+00:00,Larceny,7,2018-01,2018-01-16
MP 2018 016741,2018-01-17 02:02:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 016752,2018-01-17 03:52:00+00:00,Robbery,4,2018-01,2018-01-17
MP 2018 016745,2018-01-17 05:35:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 014125,2018-01-17 07:00:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 016828,2018-01-17 07:51:00+00:00,Assault,5,2018-01,2018-01-17
MP 2018 014100,2018-01-17 07:57:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 016843,2018-01-17 08:25:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 016857,2018-01-17 09:12:00+00:00,Auto Theft,8,2018-01,2018-01-17
MP 2018 999745,2018-01-17 09:29:37+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 014134,2018-01-17 09:35:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999744,2018-01-17 10:02:08+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 014163,2018-01-17 10:11:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 016868,2018-01-17 10:18:00+00:00,Auto Theft,8,2018-01,2018-01-17
MP 2018 014169,2018-01-17 10:32:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999742,2018-01-17 10:31:48+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 016905,2018-01-17 10:45:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 014128,2018-01-17 11:07:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 016975,2018-01-17 11:00:00+00:00,Auto Theft,8,2018-01,2018-01-17
MP 2018 017037,2018-01-17 12:00:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 014190,2018-01-17 12:07:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999738,2018-01-17 12:32:39+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999737,2018-01-17 12:34:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999736,2018-01-17 12:43:08+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 017013,2018-01-17 13:34:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999734,2018-01-17 13:59:15+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999733,2018-01-17 15:32:49+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999732,2018-01-17 15:58:34+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999730,2018-01-17 16:32:18+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 999729,2018-01-17 17:01:55+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 017349,2018-01-17 17:39:00+00:00,Larceny,7,2018-01,2018-01-17
MP 2018 006641,2018-01-07 06:00:00+00:00,Burglary,6,2018-01,2018-01-07
MP 2018 006896,2018-01-07 15:00:00+00:00,Burglary,6,2018-01,2018-01-07
MP 2018 008053,2018-01-08 19:17:00+00:00,Larceny,7,2018-01,2018-01-08
MP 2018 008713,2018-01-09 09:30:00+00:00,Larceny,7,2018-01,2018-01-09
MP 2018 008882,2018-01-09 14:02:00+00:00,Robbery,4,2018-01,2018-01-09
MP 2018 008837,2018-01-09 14:52:00+00:00,Burglary,6,2018-01,2018-01-09
